SN,LIFNR,NAME1,STRAS
1124,GBGU14600,EasyTrans,Business Aviation Centre
1125,GBGU34200,Music Factory,Omega Park
1126,GBGU51400,Groovy Supplies,Victoria Road
1127,GBGU31400,Stylistics,The Causeway
1128,GBGU35900,HiFi Turnaround,Woolmer Way
1129,FORN-7000,Centro SÃ£o Paulo,Rua Guararapes 2064
1130,FORN00-24,Forn Nacional / IRRF pessoa JurÃ­d.,Rua 10
1131,FORN00-25,Fornecedor EDI BancÃ¡rio 00,Av. Brasil 1000
1132,FORNBR,Fornecedor Brasil,Rua A 123
1133,FR-2210,DIVISION 2210,
1134,JML-1099,1099 Vendor,1099 Elm Street
1135,NL5410,Leverancier vestiging 5410,
1136,SCEM_01,DSC  Roberts,Sandstreet 10
1137,SMIORGAVEN,SMIORGAVEN,100 Ohio Street
1138,SP-3014,Joe Smith,432 Oak
1139,SP00-FOR,SAP Brasil - Filial SÃ£o Paulo,Av. Nacoes Unidas 11541
1140,T-K521B00,Nordspeed GmbH,Von-Arleger-Weg 23
1141,T-K521B16,Nordspeed GmbH,Von-Arleger-Weg 23
1142,T-K521B17,Nordspeed GmbH,Von-Arleger-Weg 23
1143,T-K521B18,Nordspeed GmbH,Von-Arleger-Weg 23
1144,T-K521B19,Nordspeed GmbH,Von-Arleger-Weg 23
1145,T-K521B20,Nordspeed GmbH,Von-Arleger-Weg 23
1146,T-K521B21,Nordspeed GmbH,Von-Arleger-Weg 23
1147,T-K521B22,Nordspeed GmbH,Von-Arleger-Weg 23
1148,T-K521B23,Nordspeed GmbH,Von-Arleger-Weg 23
1149,T-K521B24,Nordspeed GmbH,Von-Arleger-Weg 23
1150,T-K521B25,Nordspeed GmbH,Von-Arleger-Weg 23
1151,T-K521B26,Nordspeed GmbH,Von-Arleger-Weg 23
1152,T-K521B27,Nordspeed GmbH,Von-Arleger-Weg 23
1153,T-K521B28,Nordspeed GmbH,Von-Arleger-Weg 23
1154,T-K521B29,Nordspeed GmbH,Von-Arleger-Weg 23
1155,T-K521B30,Nordspeed GmbH,Von-Arleger-Weg 23
1156,TRANS00-01,Transportadora Caxias,Rua Guararapes 11
1157,VEND2820,China Company code 2820,
1158,VS330,S330,Cristina di Belgioso 165
1159,VS331,S331,Via De Blasioelgioso 165
1160,VS332,Postal DC 1 Milano,Cristina di Belgioso 165
1161,VS333,Postal DC 2 Torino,via Reiss Romoli 44/11
1162,VS334,Postal DC 3 Arezzo 1,via Michelangelo 4
1163,VS335,Postal DC 4 Napoli,via Galileo Ferraris 66/M
1164,ALTEL,ALTEL,33 rue des BÃ©gonias
1165,DHL,DHL,Zone industrielle paris nord
1166,FORN00-01,Fornecedor Referencia POA,R Caxias do Sul 10
1167,FORN00-03,Fornecedor nÃ£o industrial,R Caxias do Sul 1000
1168,FORN00-04,Paulista Group,Av Brigadeiro Faria Lima 5000
1169,FORN00-05,Fornecedor Impostos Retidos 00,Av Paulista 3000
1170,FORN00-06,Fornecedor Impostos retidos II,R do Arouche 56
1171,FORN00-07,Fornecedor Impostos Retidos III,R da Gloria 133
1172,FORN00-08,Caxiense Transportes Urbanos LTDA,R Venancio Aires 100
1173,SP03-FOR,Centro 7040,Av do Contorno 4900
1174,SP02-FOR,Centro 7030,R Morais E Silva 321
1175,SP01-FOR,Centro 7020,R BarÃ£o de LadÃ¡rio 4333
1176,FORN00-30,Fornecedor SÃ£o Paulo,Av do Estado 700
1177,FORN00-31,Cia Paranaense LTDA,Al Doutor Carlos de Carvalho 1367
1178,FORN00-32,Fornecedor ExceÃ§Ã£o Ltda,Al Gabriel Monteiro da Silva 800
1179,FORN00-33,Fornecedor ExceÃ§Ã£o II,R GetÃºlio Vargas 1300
1180,FORN00-34,Mineirinho Ltda,Av do Contorno 2100
1181,FORN00-26,Fornecedor WT - Acumulado,Av. Pacaembu 1200
1182,PLANT4300,Plant 4300,
1183,1007,Bike Retail & Co.,Hauptstrasse 5
1184,1010,Sunny Electronics GmbH,Rosenstr. 77
1185,1940,Brain Associates,243 Querin Blvd
1186,1991,Schneider AG Deutschland,Mainzerlandstr. 1899
1187,3200,Stables Office Supply,600 E. Las Colinas Blvd
1188,3500,Electronic Funds Transfer,1098 Maple Avenue
1189,3510,1099 Vendor,1099 Elm Street
1190,4711,Cinsa GmbH & Co. KG,Tettnager Strasse 34
1191,9004,Carole B,Lancaster 75
1192,9005,Douglas Olson,George Washington Street 78
1193,10000,IDES AG,Lyoner Stern 23
1194,14600,KB Industries,75 Ashby Road West
1195,49998,Plant EWM US Multi tenant 1,
1196,100213,ABC real estate inc,
1197,CPB1000100,Miller Fred,46 Greenwich Ave
1198,CPB1000130,Jenny Light,366 Third Ave
1199,CPB1000200,DC Megadrink,9 Great Jones Street
1200,CPF1,Plant Oxnard,1000 American Way
1201,CPF2,Plant Park City,1200 Telegraph Road
1202,CPF3,DC Henderson,1712 South Avenue
1203,CPF4,DC Elizabethtown,569 Georgia Road
1204,100478,Real Estate Trust,80 rue des Damiers
1205,AMEND01,Hinz und Kunz,haupstrasse 111
1206,BEL-HEL,BELL HELMETS,45 BELL HELMETS HOUSE
1207,TIRE-BRI,BRIDGESTONE,1 BRIDGESTONE HOUSE NO1
1208,ENGINE-MER,MERCEDES-AMG ENGINE,23 AMG HEADQUARTERS CALIFORNIA
1209,MARUTI,MARUTI LTD,MARUTI HOUSE CHANDIGARH
1210,DENALI,DENALI,DENALI HOUSE
1211,KIA MOTORS,KIA MOTOS,KIA MOTORS HOUSE
1212,SFK11,SFK SUPPLIERS LLC,SFK HOUSE
1213,100628,Stefan Meyer,UniversitÃ¤tsstraÃŸe 9
1214,200070,TAKO,234
1215,200187,TESLA SOLAR POWER,TESLA HOUSE LA 245
1216,1033,Walldorf Grosshandel,Abrechnungsstr. 11
1217,T-K521A00,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1218,T-K521A01,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1219,T-K521A02,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1220,T-K521A03,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1221,T-K521A04,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1222,T-K521A05,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1223,T-K521A06,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1224,T-K521A07,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1225,T-K521A08,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1226,T-K521A09,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1227,T-K521A10,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1228,T-K521A11,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1229,T-K521A12,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1230,T-K521A13,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1231,T-K521A14,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1232,T-K521A15,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1233,T-K521A16,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1234,T-K521A17,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1235,T-K521A18,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1236,T-K521A19,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1237,T-K521A20,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1238,T-K521A21,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1239,T-K521A22,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1240,T-K521A23,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1241,T-K521A24,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1242,T-K521A25,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1243,T-K521A26,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1244,T-K521A27,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1245,T-K521A28,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1246,T-K521A29,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1247,T-K521A30,Humpert u. TÃ¶chter GmbH,Mosbachstr. 190
1248,T-K521B01,Nordspeed GmbH,Von-Arleger-Weg 23
1249,T-K521B02,Nordspeed GmbH,Von-Arleger-Weg 23
1250,T-K521B03,Nordspeed GmbH,Von-Arleger-Weg 23
1251,T-K521B04,Nordspeed GmbH,Von-Arleger-Weg 23
1252,T-K521B05,Nordspeed GmbH,Von-Arleger-Weg 23
1253,T-K521B06,Nordspeed GmbH,Von-Arleger-Weg 23
1254,T-K521B07,Nordspeed GmbH,Von-Arleger-Weg 23
1255,T-K521B08,Nordspeed GmbH,Von-Arleger-Weg 23
1256,T-K521B09,Nordspeed GmbH,Von-Arleger-Weg 23
1257,T-K521B10,Nordspeed GmbH,Von-Arleger-Weg 23
1258,T-K521B11,Nordspeed GmbH,Von-Arleger-Weg 23
1259,T-K521B12,Nordspeed GmbH,Von-Arleger-Weg 23
1260,T-K521B13,Nordspeed GmbH,Von-Arleger-Weg 23
1261,T-K521B14,Nordspeed GmbH,Von-Arleger-Weg 23
1262,T-K521B15,Nordspeed GmbH,Von-Arleger-Weg 23
1263,T-K521C12,Jotachi Deutschland AG,Am Triangel 10
1264,T-K521C13,Jotachi Deutschland AG,Am Triangel 10
1265,T-K521C14,Jotachi Deutschland AG,Am Triangel 10
1266,T-K521C15,Jotachi Deutschland AG,Am Triangel 10
1267,T-K521C16,Jotachi Deutschland AG,Am Triangel 10
1268,T-K521C17,Jotachi Deutschland AG,Am Triangel 10
1269,T-K521C18,Jotachi Deutschland AG,Am Triangel 10
1270,T-K521D00,Kreutzschmi,Calderonweg 250
1271,T-K521D01,Kreutzschmi,Calderonweg 250
1272,T-K521D02,Kreutzschmi,Calderonweg 250
1273,T-K521D03,Kreutzschmi,Calderonweg 250
1274,T-K521D04,Kreutzschmi,Calderonweg 250
1275,T-K521D05,Kreutzschmi,Calderonweg 250
1276,T-K521D06,Kreutzschmi,Calderonweg 250
1277,T-K521D07,Kreutzschmi,Calderonweg 250
1278,T-K521D08,Kreutzschmi,Calderonweg 250
1279,T-K521D09,Kreutzschmi,Calderonweg 250
1280,T-K521D10,Kreutzschmi,Calderonweg 250
1281,T-K521D11,Kreutzschmi,Calderonweg 250
1282,T-K521D12,Kreutzschmi,Calderonweg 250
1283,T-K521D13,Kreutzschmi,Calderonweg 250
1284,T-K521D14,Kreutzschmi,Calderonweg 250
1285,T-K521D15,Kreutzschmi,Calderonweg 250
1286,T-K521D16,Kreutzschmi,Calderonweg 250
1287,T-K521D17,Kreutzschmi,Calderonweg 250
1288,T-K521D18,Kreutzschmi,Calderonweg 250
1289,T-K521D19,Kreutzschmi,Calderonweg 250
1290,T-K521D20,Kreutzschmi,Calderonweg 250
1291,T-K521D21,Kreutzschmi,Calderonweg 250
1292,T-K521D22,Kreutzschmi,Calderonweg 250
1293,T-K521D23,Kreutzschmi,Calderonweg 250
1294,T-K521D24,Kreutzschmi,Calderonweg 250
1295,T-K521D25,Kreutzschmi,Calderonweg 250
1296,T-K521D26,Kreutzschmi,Calderonweg 250
1297,T-K521D27,Kreutzschmi,Calderonweg 250
1298,T-K521D28,Kreutzschmi,Calderonweg 250
1299,T-K521D29,Kreutzschmi,Calderonweg 250
1300,T-K521D30,Kreutzschmi,Calderonweg 250
1301,T-K521E00,Grosshandel-Baden,Calderonweg 250
1302,T-K521E01,Grosshandel-Baden,Calderonweg 250
1303,T-K521E02,Grosshandel-Baden,Calderonweg 250
1304,T-K521E03,Grosshandel-Baden,Calderonweg 250
1305,T-K521E04,Grosshandel-Baden,Calderonweg 250
1306,T-K521E05,Grosshandel-Baden,Calderonweg 250
1307,T-K521E06,Grosshandel-Baden,Calderonweg 250
1308,T-K521E07,Grosshandel-Baden,Calderonweg 250
1309,T-K521E08,Grosshandel-Baden,Calderonweg 250
1310,T-K521E09,Grosshandel-Baden,Calderonweg 250
1311,T-K521E10,Grosshandel-Baden,Calderonweg 250
1312,T-K521E11,Grosshandel-Baden,Calderonweg 250
1313,T-K521E12,Grosshandel-Baden,Calderonweg 250
1314,T-K521E13,Grosshandel-Baden,Calderonweg 250
1315,T-K521E14,Grosshandel-Baden,Calderonweg 250
1316,T-K521E15,Grosshandel-Baden,Calderonweg 250
1317,T-K521E16,Grosshandel-Baden,Calderonweg 250
1318,T-K521E17,Grosshandel-Baden,Calderonweg 250
1319,T-K521E18,Grosshandel-Baden,Calderonweg 250
1320,T-K521E19,Grosshandel-Baden,Calderonweg 250
1321,T-K521E20,Grosshandel-Baden,Calderonweg 250
1322,T-K521E21,Grosshandel-Baden,Calderonweg 250
1323,T-K521E22,Grosshandel-Baden,Calderonweg 250
1324,T-K521E23,Grosshandel-Baden,Calderonweg 250
1325,T-K521E24,Grosshandel-Baden,Calderonweg 250
1326,T-K521E25,Grosshandel-Baden,Calderonweg 250
1327,T-K521E26,Grosshandel-Baden,Calderonweg 250
1328,T-K521E27,Grosshandel-Baden,Calderonweg 250
1329,T-K521E28,Grosshandel-Baden,Calderonweg 250
1330,T-K521E29,Grosshandel-Baden,Calderonweg 250
1331,T-K521E30,Grosshandel-Baden,Calderonweg 250
1332,FORN00-20,Fornecedor Nacional / Bradesco,Rua 1 1
1333,FORN00-21,Fornecedor Nacional / Banco Itau,Rua 2 2
1334,FORN00-22,Fornecedor Nacional / Banco Itau,Rua 3 3
1335,GPCO,GpCo,
1336,IS_VEND7,Port Authority of NY & NJ,07 Tyler Street
1337,SENA01,Caja Colombiana de Subsidio Familia,Av. 68 No. 64-98
1338,SL308,Proveedor Internacional Inbound 1,1 13 de Septiembre
1339,SL309,Proveedor Int Inbound 2,1 El Moralito
1340,T-K521C00,Jotachi Deutschland AG,Am Triangel 10
1341,T-K521C01,Jotachi Deutschland AG,Am Triangel 10
1342,T-K521C02,Jotachi Deutschland AG,Am Triangel 10
1343,T-K521C03,Jotachi Deutschland AG,Am Triangel 10
1344,T-K521C04,Jotachi Deutschland AG,Am Triangel 10
1345,T-K521C05,Jotachi Deutschland AG,Am Triangel 10
1346,T-K521C06,Jotachi Deutschland AG,Am Triangel 10
1347,T-K521C07,Jotachi Deutschland AG,Am Triangel 10
1348,T-K521C08,Jotachi Deutschland AG,Am Triangel 10
1349,T-K521C09,Jotachi Deutschland AG,Am Triangel 10
1350,T-K521C10,Jotachi Deutschland AG,Am Triangel 10
1351,T-K521C11,Jotachi Deutschland AG,Am Triangel 10
1352,T-K521C19,Jotachi Deutschland AG,Am Triangel 10
1353,T-K521C20,Jotachi Deutschland AG,Am Triangel 10
1354,T-K521C21,Jotachi Deutschland AG,Am Triangel 10
1355,T-K521C22,Jotachi Deutschland AG,Am Triangel 10
1356,T-K521C23,Jotachi Deutschland AG,Am Triangel 10
1357,T-K521C24,Jotachi Deutschland AG,Am Triangel 10
1358,T-K521C25,Jotachi Deutschland AG,Am Triangel 10
1359,T-K521C26,Jotachi Deutschland AG,Am Triangel 10
1360,T-K521C27,Jotachi Deutschland AG,Am Triangel 10
1361,T-K521C28,Jotachi Deutschland AG,Am Triangel 10
1362,T-K521C29,Jotachi Deutschland AG,Am Triangel 10
1363,T-K521C30,Jotachi Deutschland AG,Am Triangel 10
1364,TPLM410-11,Computer Box,Am Weiher 17
1365,TPLM410-12,Computer Box,Am Weiher 17
1366,TPLM410-13,Computer Box,Am Weiher 17
1367,VEN-99,Contra Pak,500 Washington Ave
1368,MMMFR01,Mike,
1369,1013,Real Estate Agency Hamburg,Zickzackweg 2
1370,1059,Express Ship Carrier,456 Street
1371,3511,PA Electronics,Winston Pike 300
1372,5000,Aspect Online,123 123 Fleetstreet
1373,5575,M&E Inc.,38 Machinery Drive
1374,5800,IBM,5 Fifth Ave
1375,10083,Karl Fischer Motorenwerke,Austrasse
1376,10090,Pneumatici Italia,Viale F. Testi 250
1377,50010,ICYOU Portugal S.A.,Da Santos Torre 20
1378,50020,ICYOU LTD.,Eastbridge Park 234
1379,60008,Food Transport Inc.,1454 Main Street
1380,60009,Smith & Partners,1520 Washington Avenue
1381,60010,Road Trans Inc.,453 South Boulevard
1382,100128,Global Business Properties,Potsdamer Platz 11
1383,300040,Forrest,66 Douglas Street
1384,300050,Rosa,66 Douglas Street
1385,200035,UAW,1300 State Street
1386,AGENCY00,Real Estate Agency Hamburg,Main Street 179
1387,AGENCY01,Real Estate Agency Hamburg,Main Street 179
1388,AGENCY02,Real Estate Agency Hamburg,Main Street 179
1389,AGENCY03,Real Estate Agency Hamburg,Main Street 179
1390,AGENCY04,Real Estate Agency Hamburg,Main Street 179
1391,AGENCY05,Real Estate Agency Hamburg,Main Street 179
1392,AGENCY06,Real Estate Agency Hamburg,Main Street 179
1393,AGENCY07,Real Estate Agency Hamburg,Main Street 179
1394,AGENCY08,Real Estate Agency Hamburg,Main Street 179
1395,AGENCY09,Real Estate Agency Hamburg,Main Street 179
1396,AGENCY11,Real Estate Agency Hamburg,Main Street 179
1397,AGENCY12,Real Estate Agency Hamburg,Main Street 179
1398,AGENCY13,Real Estate Agency Hamburg,Main Street 179
1399,AGENCY14,Real Estate Agency Hamburg,Main Street 179
1400,AGENCY15,Real Estate Agency Hamburg,Main Street 179
1401,AGENCY16,Real Estate Agency Hamburg,Main Street 179
1402,AGENCY17,Real Estate Agency Hamburg,Main Street 179
1403,AGENCY18,Real Estate Agency Hamburg,Main Street 179
1404,AGENCY19,Real Estate Agency Hamburg,Main Street 179
1405,AGENCY20,Real Estate Agency Hamburg,Main Street 179
1406,AGENCY21,Real Estate Agency Hamburg,Main Street 179
1407,AGENCY22,Real Estate Agency Hamburg,Main Street 179
1408,AGENCY23,Real Estate Agency Hamburg,Main Street 179
1409,AGENCY24,Real Estate Agency Hamburg,Main Street 179
1410,AGENCY25,Real Estate Agency Hamburg,Main Street 179
1411,AGENCY26,Real Estate Agency Hamburg,Main Street 179
1412,AGENCY27,Real Estate Agency Hamburg,Main Street 179
1413,AGENCY28,Real Estate Agency Hamburg,Main Street 179
1414,AGENCY29,Real Estate Agency Hamburg,Main Street 179
1415,AGENCY30,Real Estate Agency Hamburg,Main Street 179
1416,AGENCY31,Real Estate Agency Hamburg,Main Street 179
1417,ALEGHENY,Manufacturer Alegheny Ludlum Steel,PPG Plaza
1418,DELTAFI00,DeltaFI & Co,Am Fluss-Delta 25
1419,ESP_VEN_01,ESP TSP,
1420,ESP_VEN_02,ESP TSP,
1421,ESP_VEN_03,ESP TSP,
1422,ESP_VEN_04,ESP TSP,
1423,ESP_VEN_05,ESP TSP,
1424,ESP_VEN_06,ESP TSP,
1425,ESP_VEN_07,ESP TSP,
1426,AGENCY10,Real Estate Agency Hamburg,Main Street 179
1427,DRDO,DRDO Military Supplies,16 DRDO House
1428,HYUNDAI88,Hyundai Motors USA,Hyundai House
1429,APOLLO,APOLLO TYRES LA,APOLLO HOUSE
1430,MRF TYRES,MRF TYRES LA,MRF HOUSE
1431,SB91,SAINTGOBAIN,HOUSE NO24
1432,BRISTOL,BRISTOL LTD,BRISTOL HOUSE
1433,DHL INDIA,DHL LOGISTICS,1012 KURLA APT
1434,200335,Daff,77
1435,T-K515B01,Abbot Supplies Inc.,Mainstr. 69
1436,T-K515B02,Abbot Supplies Inc.,Mainstr. 69
1437,T-K515B03,Abbot Supplies Inc.,Mainstr. 69
1438,T-K515B04,Abbot Supplies Inc.,Mainstr. 69
1439,T-K515B05,Abbot Supplies Inc.,Mainstr. 69
1440,T-K515B06,Abbot Supplies Inc.,Mainstr. 69
1441,T-K515B07,Abbot Supplies Inc.,Mainstr. 69
1442,T-K515B08,Abbot Supplies Inc.,Mainstr. 69
1443,T-K515B09,Abbot Supplies Inc.,Mainstr. 69
1444,T-K515B10,Abbot Supplies Inc.,Mainstr. 69
1445,T-K515B11,Abbot Supplies Inc.,Mainstr. 69
1446,T-K515B12,Abbot Supplies Inc.,Mainstr. 69
1447,T-K515B13,Abbot Supplies Inc.,Mainstr. 69
1448,T-K515B14,Abbot Supplies Inc.,Mainstr. 69
1449,T-K515B15,Abbot Supplies Inc.,Mainstr. 69
1450,T-K515B16,Abbot Supplies Inc.,Mainstr. 69
1451,T-K515B17,Abbot Supplies Inc.,Mainstr. 69
1452,T-K515B18,Abbot Supplies Inc.,Mainstr. 69
1453,T-K515B19,Abbot Supplies Inc.,Mainstr. 69
1454,T-K515B20,Abbot Supplies Inc.,Mainstr. 69
1455,T-K515B21,Abbot Supplies Inc.,Mainstr. 69
1456,T-K515B22,Abbot Supplies Inc.,Mainstr. 69
1457,T-K515B23,Abbot Supplies Inc.,Mainstr. 69
1458,T-K515B24,Abbot Supplies Inc.,Mainstr. 69
1459,T-K515B25,Abbot Supplies Inc.,Mainstr. 69
1460,T-K515B26,Abbot Supplies Inc.,Mainstr. 69
1461,T-K515B27,Abbot Supplies Inc.,Mainstr. 69
1462,T-K515B28,Abbot Supplies Inc.,Mainstr. 69
1463,T-K515B29,Abbot Supplies Inc.,Mainstr. 69
1464,T-K515B30,Abbot Supplies Inc.,Mainstr. 69
1465,T-K515D01,Electronic Components Distributor,1082 Tower Lane
1466,T-K515D02,Electronic Components Distributor,1082 Tower Lane
1467,T-K515D03,Electronic Components Distributor,1082 Tower Lane
1468,T-K515D04,Electronic Components Distributor,1082 Tower Lane
1469,T-K515D05,Electronic Components Distributor,1082 Tower Lane
1470,T-K515D06,Electronic Components Distributor,1082 Tower Lane
1471,T-K515D11,Electronic Components Distributor,1082 Tower Lane
1472,T-K515D12,Electronic Components Distributor,1082 Tower Lane
1473,T-K515D13,Electronic Components Distributor,1082 Tower Lane
1474,T-K515D14,Electronic Components Distributor,1082 Tower Lane
1475,T-K515D15,Electronic Components Distributor,1082 Tower Lane
1476,T-K515D16,Electronic Components Distributor,1082 Tower Lane
1477,T-K515D17,Electronic Components Distributor,1082 Tower Lane
1478,T-K515D18,Electronic Components Distributor,1082 Tower Lane
1479,T-K515D19,Electronic Components Distributor,1082 Tower Lane
1480,T-K515D20,Electronic Components Distributor,1082 Tower Lane
1481,T-K515D21,Electronic Components Distributor,1082 Tower Lane
1482,T-K515D22,Electronic Components Distributor,1082 Tower Lane
1483,T-K515D23,Electronic Components Distributor,1082 Tower Lane
1484,T-K515D24,Electronic Components Distributor,1082 Tower Lane
1485,T-K515D25,Electronic Components Distributor,1082 Tower Lane
1486,T-K515D26,Electronic Components Distributor,1082 Tower Lane
1487,T-K515D27,Electronic Components Distributor,1082 Tower Lane
1488,T-K515D28,Electronic Components Distributor,1082 Tower Lane
1489,TPLM410-00,Computer Box,Am Weiher 17
1490,TPLM410-01,Computer Box,Am Weiher 17
1491,TPLM410-02,Computer Box,Am Weiher 17
1492,TPLM410-03,Computer Box,Am Weiher 17
1493,TPLM410-04,Computer Box,Am Weiher 17
1494,TPLM410-05,Computer Box,Am Weiher 17
1495,TPLM410-06,Computer Box,Am Weiher 17
1496,TPLM410-07,Computer Box,Am Weiher 17
1497,TPLM410-08,Computer Box,Am Weiher 17
1498,TPLM410-09,Computer Box,Am Weiher 17
1499,TPLM410-10,Computer Box,Am Weiher 17
1500,TPLM410-14,Computer Box,Am Weiher 17
1501,TPLM410-15,Computer Box,Am Weiher 17
1502,TPLM410-16,Computer Box,Am Weiher 17
1503,TPLM410-17,Computer Box,Am Weiher 17
1504,TPLM410-18,Computer Box,Am Weiher 17
1505,TPLM410-19,Computer Box,Am Weiher 17
1506,TPLM410-20,Computer Box,Am Weiher 17
1507,TPLM410-21,Computer Box,Am Weiher 17
1508,TPLM410-22,Computer Box,Am Weiher 17
1509,TPLM410-23,Computer Box,Am Weiher 17
1510,TPLM410-24,Computer Box,Am Weiher 17
1511,TPLM410-25,Computer Box,Am Weiher 17
1512,TPLM410-26,Computer Box,Am Weiher 17
1513,TPLM410-27,Computer Box,Am Weiher 17
1514,TPLM410-28,Computer Box,Am Weiher 17
1515,TPLM410-29,Computer Box,Am Weiher 17
1516,TPLM410-30,Computer Box,Am Weiher 17
1517,TPLM415-00,Electronic Company,Am See 17
1518,TPLM415-01,Electronic Company,Am See 17
1519,TPLM415-02,Electronic Company,Am See 17
1520,TPLM415-03,Electronic Company,Am See 17
1521,TPLM415-04,Electronic Company,Am See 17
1522,TPLM415-05,Electronic Company,Am See 17
1523,TPLM415-06,Electronic Company,Am See 17
1524,TPLM415-07,Electronic Company,Am See 17
1525,TPLM415-08,Electronic Company,Am See 17
1526,TPLM415-09,Electronic Company,Am See 17
1527,TPLM415-10,Electronic Company,Am See 17
1528,TPLM415-11,Electronic Company,Am See 17
1529,TPLM415-12,Electronic Company,Am See 17
1530,TPLM415-13,Electronic Company,Am See 17
1531,TPLM415-14,Electronic Company,Am See 17
1532,TPLM415-15,Electronic Company,Am See 17
1533,TPLM415-16,Electronic Company,Am See 17
1534,TPLM415-17,Electronic Company,Am See 17
1535,TPLM415-18,Electronic Company,Am See 17
1536,TPLM415-19,Electronic Company,Am See 17
1537,TPLM415-20,Electronic Company,Am See 17
1538,TPLM415-21,Electronic Company,Am See 17
1539,TPLM415-22,Electronic Company,Am See 17
1540,TPLM415-23,Electronic Company,Am See 17
1541,TPLM415-24,Electronic Company,Am See 17
1542,TPLM415-25,Electronic Company,Am See 17
1543,TPLM415-26,Electronic Company,Am See 17
1544,TPLM415-27,Electronic Company,Am See 17
1545,TPLM415-28,Electronic Company,Am See 17
1546,TPLM415-29,Electronic Company,Am See 17
1547,TPLM415-30,Electronic Company,Am See 17
1548,SRV-3,ISG Innovative Services GmbH,IndustriestraÃŸe 16
1549,T-K500D10,BÃ¼rohandel Leifritz GmbH Gr.10,MittermaierstraÃŸe 112
1550,T-K500D11,BÃ¼rohandel Leifritz GmbH Gr.11,MittermaierstraÃŸe 112
1551,T-K500D12,BÃ¼rohandel Leifritz GmbH Gr.12,MittermaierstraÃŸe 112
1552,T-K500D13,BÃ¼rohandel Leifritz GmbH Gr.13,MittermaierstraÃŸe 112
1553,T-K500D14,BÃ¼rohandel Leifritz GmbH Gr.14,MittermaierstraÃŸe 112
1554,T-K515A01,Sapsota Company Limited,Industriepark 48
1555,T-K515A02,Sapsota Company Limited,Industriepark 48
1556,T-K515A03,Sapsota Company Limited,Industriepark 48
1557,T-K515A04,Sapsota Company Limited,Industriepark 48
1558,T-K515A05,Sapsota Company Limited,Industriepark 48
1559,T-K515A06,Sapsota Company Limited,Industriepark 48
1560,T-K515A07,Sapsota Company Limited,Industriepark 48
1561,T-K515A08,Sapsota Company Limited,Industriepark 48
1562,T-K515A09,Sapsota Company Limited,Industriepark 48
1563,T-K515A10,Sapsota Company Limited,Industriepark 48
1564,T-K515A11,Sapsota Company Limited,Industriepark 48
1565,T-K515A12,Sapsota Company Limited,Industriepark 48
1566,T-K515A13,Sapsota Company Limited,Industriepark 48
1567,T-K515A14,Sapsota Company Limited,Industriepark 48
1568,T-K515A15,Sapsota Company Limited,Industriepark 48
1569,T-K515A16,Sapsota Company Limited,Industriepark 48
1570,T-K515A17,Sapsota Company Limited,Industriepark 48
1571,T-K515A18,Sapsota Company Limited,Industriepark 48
1572,T-K515A19,Sapsota Company Limited,Industriepark 48
1573,T-K515A20,Sapsota Company Limited,Industriepark 48
1574,T-K515A21,Sapsota Company Limited,Industriepark 48
1575,T-K515A22,Sapsota Company Limited,Industriepark 48
1576,T-K515A23,Sapsota Company Limited,Industriepark 48
1577,T-K515A24,Sapsota Company Limited,Industriepark 48
1578,T-K515A25,Sapsota Company Limited,Industriepark 48
1579,T-K515A26,Sapsota Company Limited,Industriepark 48
1580,T-K515A27,Sapsota Company Limited,Industriepark 48
1581,T-K515A28,Sapsota Company Limited,Industriepark 48
1582,T-K515A29,Sapsota Company Limited,Industriepark 48
